Email,First Name,Last Name,Course ID,Grade,Marks
student77@mail.com,First77,Last77,101,A+,94
student78@mail.com,First78,Last78,102,D,51
student78@mail.com,First78,Last78,101,F,42
student78@mail.com,First78,Last78,103,A+,98
student78@mail.com,First78,Last78,104,A+,92
student79@mail.com,First79,Last79,104,F,45
student79@mail.com,First79,Last79,102,B,77
student79@mail.com,First79,Last79,101,C,68
student79@mail.com,First79,Last79,103,D,53
student80@mail.com,First80,Last80,103,D,54
student80@mail.com,First80,Last80,102,D,50
student80@mail.com,First80,Last80,101,B,71
student80@mail.com,First80,Last80,104,C,66
student81@mail.com,First81,Last81,104,C,68
student81@mail.com,First81,Last81,101,C,61
student81@mail.com,First81,Last81,103,B,74
student81@mail.com,First81,Last81,102,F,45
student82@mail.com,First82,Last82,103,C,66
student82@mail.com,First82,Last82,101,D,54
student82@mail.com,First82,Last82,104,B,79
student82@mail.com,First82,Last82,102,B,78
student83@mail.com,First83,Last83,103,A,82
student83@mail.com,First83,Last83,101,A+,93
student83@mail.com,First83,Last83,104,C,65
student83@mail.com,First83,Last83,102,A+,93
student84@mail.com,First84,Last84,101,D,53
student84@mail.com,First84,Last84,102,D,53
student84@mail.com,First84,Last84,104,F,48
student84@mail.com,First84,Last84,103,C,65
student85@mail.com,First85,Last85,102,A+,97
student85@mail.com,First85,Last85,101,C,61
student85@mail.com,First85,Last85,104,A,82
student85@mail.com,First85,Last85,103,F,49
student86@mail.com,First86,Last86,104,C,66
student86@mail.com,First86,Last86,103,B,75
student86@mail.com,First86,Last86,101,C,69
student86@mail.com,First86,Last86,102,A,89
student87@mail.com,First87,Last87,104,C,61
student87@mail.com,First87,Last87,101,A+,100
student87@mail.com,First87,Last87,103,B,72
student87@mail.com,First87,Last87,102,B,72
student88@mail.com,First88,Last88,102,D,53
student88@mail.com,First88,Last88,101,A,80
student88@mail.com,First88,Last88,103,A+,93
student88@mail.com,First88,Last88,104,C,69
student89@mail.com,First89,Last89,102,B,70
student89@mail.com,First89,Last89,103,A,89
student89@mail.com,First89,Last89,104,B,79
student89@mail.com,First89,Last89,101,C,64
student90@mail.com,First90,Last90,102,A+,99
student90@mail.com,First90,Last90,101,C,64
student90@mail.com,First90,Last90,104,C,63
student90@mail.com,First90,Last90,103,A,82
student91@mail.com,First91,Last91,103,D,50
student91@mail.com,First91,Last91,102,C,66
student91@mail.com,First91,Last91,101,A+,91
student91@mail.com,First91,Last91,104,F,44
student92@mail.com,First92,Last92,103,C,60
student92@mail.com,First92,Last92,104,C,63
student92@mail.com,First92,Last92,101,A+,95
student92@mail.com,First92,Last92,102,C,63
student93@mail.com,First93,Last93,102,B,75
student93@mail.com,First93,Last93,104,A,82
student93@mail.com,First93,Last93,103,D,59
student93@mail.com,First93,Last93,101,A+,99
student94@mail.com,First94,Last94,103,F,47
student94@mail.com,First94,Last94,101,F,40
student94@mail.com,First94,Last94,104,A,87
student94@mail.com,First94,Last94,102,B,74
student95@mail.com,First95,Last95,104,A,81
student95@mail.com,First95,Last95,101,F,46
student95@mail.com,First95,Last95,103,B,75
student95@mail.com,First95,Last95,102,B,74
student96@mail.com,First96,Last96,104,C,62
student96@mail.com,First96,Last96,101,B,79
student96@mail.com,First96,Last96,102,D,55
student96@mail.com,First96,Last96,103,F,48
student97@mail.com,First97,Last97,103,A,89
student97@mail.com,First97,Last97,101,D,58
student97@mail.com,First97,Last97,104,F,49
student97@mail.com,First97,Last97,102,A+,94
student98@mail.com,First98,Last98,103,A,89
student98@mail.com,First98,Last98,104,B,72
student98@mail.com,First98,Last98,102,D,54
student98@mail.com,First98,Last98,101,A,88
student99@mail.com,First99,Last99,103,A,85
student99@mail.com,First99,Last99,102,B,79
student99@mail.com,First99,Last99,104,F,46
student99@mail.com,First99,Last99,101,F,40
student100@mail.com,First100,Last100,102,D,51
student100@mail.com,First100,Last100,104,A,82
student100@mail.com,First100,Last100,103,A+,95
student100@mail.com,First100,Last100,101,C,60
student101@mail.com,First101,Last101,104,A,84
student101@mail.com,First101,Last101,101,D,58
student101@mail.com,First101,Last101,103,A+,94
student101@mail.com,First101,Last101,102,A+,99
student102@mail.com,First102,Last102,104,C,61
student102@mail.com,First102,Last102,101,F,42
student102@mail.com,First102,Last102,103,F,40
student102@mail.com,First102,Last102,102,B,76
student103@mail.com,First103,Last103,102,A,88
student103@mail.com,First103,Last103,103,A,83
student103@mail.com,First103,Last103,104,F,45
student103@mail.com,First103,Last103,101,A,85
student104@mail.com,First104,Last104,101,A,84
student104@mail.com,First104,Last104,102,A,84
student104@mail.com,First104,Last104,103,F,42
student104@mail.com,First104,Last104,104,C,68
student105@mail.com,First105,Last105,101,B,76
student105@mail.com,First105,Last105,103,A,80
student105@mail.com,First105,Last105,102,F,48
student105@mail.com,First105,Last105,104,A,89
student106@mail.com,First106,Last106,102,B,78
student106@mail.com,First106,Last106,103,A+,98
student106@mail.com,First106,Last106,104,D,50
student106@mail.com,First106,Last106,101,C,63
student107@mail.com,First107,Last107,102,F,41
student107@mail.com,First107,Last107,101,D,54
student107@mail.com,First107,Last107,104,D,56
student107@mail.com,First107,Last107,103,A,87
student108@mail.com,First108,Last108,104,A+,98
student108@mail.com,First108,Last108,103,A,82
student108@mail.com,First108,Last108,102,D,56
student108@mail.com,First108,Last108,101,A+,98
student109@mail.com,First109,Last109,104,C,60
student109@mail.com,First109,Last109,101,F,48
student109@mail.com,First109,Last109,102,D,58
student109@mail.com,First109,Last109,103,B,74
student110@mail.com,First110,Last110,101,F,49
student110@mail.com,First110,Last110,102,A,88
student110@mail.com,First110,Last110,103,D,58
student110@mail.com,First110,Last110,104,F,46
student111@mail.com,First111,Last111,102,A+,93
student111@mail.com,First111,Last111,101,D,53
student111@mail.com,First111,Last111,103,B,73
student111@mail.com,First111,Last111,104,C,67
student112@mail.com,First112,Last112,101,A,87
student112@mail.com,First112,Last112,103,F,49
student112@mail.com,First112,Last112,102,D,59
student112@mail.com,First112,Last112,104,A,89
student113@mail.com,First113,Last113,101,D,59
student113@mail.com,First113,Last113,103,A,82
student113@mail.com,First113,Last113,104,D,55
student113@mail.com,First113,Last113,102,B,71
student114@mail.com,First114,Last114,104,F,44
student114@mail.com,First114,Last114,103,D,52
student114@mail.com,First114,Last114,102,D,55
student114@mail.com,First114,Last114,101,C,64
student115@mail.com,First115,Last115,101,A,82
student115@mail.com,First115,Last115,102,A+,93
student115@mail.com,First115,Last115,104,B,77
student115@mail.com,First115,Last115,103,C,67
student116@mail.com,First116,Last116,103,C,69
student116@mail.com,First116,Last116,104,F,44
student116@mail.com,First116,Last116,102,F,43
student116@mail.com,First116,Last116,101,A+,100
student117@mail.com,First117,Last117,102,C,65
student117@mail.com,First117,Last117,101,A,88
student117@mail.com,First117,Last117,104,A+,93
student117@mail.com,First117,Last117,103,D,53
student118@mail.com,First118,Last118,104,A+,91
student118@mail.com,First118,Last118,102,B,74
student118@mail.com,First118,Last118,101,F,46
student118@mail.com,First118,Last118,103,C,64
student119@mail.com,First119,Last119,103,A,85
student119@mail.com,First119,Last119,101,A,88
student119@mail.com,First119,Last119,102,F,48
student119@mail.com,First119,Last119,104,A,82
student120@mail.com,First120,Last120,101,D,58
student120@mail.com,First120,Last120,103,A+,91
student120@mail.com,First120,Last120,104,B,72
student120@mail.com,First120,Last120,102,A,84
student121@mail.com,First121,Last121,103,C,61
student121@mail.com,First121,Last121,104,C,60
student121@mail.com,First121,Last121,102,B,70
student121@mail.com,First121,Last121,101,B,70
student122@mail.com,First122,Last122,103,F,46
student122@mail.com,First122,Last122,102,C,69
student122@mail.com,First122,Last122,104,C,63
student122@mail.com,First122,Last122,101,B,71
student123@mail.com,First123,Last123,101,D,54
student123@mail.com,First123,Last123,103,B,71
student123@mail.com,First123,Last123,104,D,51
student123@mail.com,First123,Last123,102,C,63
student124@mail.com,First124,Last124,103,B,75
student124@mail.com,First124,Last124,102,F,41
student124@mail.com,First124,Last124,101,A+,96
student124@mail.com,First124,Last124,104,D,50
student125@mail.com,First125,Last125,101,F,45
student125@mail.com,First125,Last125,103,A,81
student125@mail.com,First125,Last125,104,D,51
student125@mail.com,First125,Last125,102,A,88
student126@mail.com,First126,Last126,102,A,85
student126@mail.com,First126,Last126,101,A,80
student126@mail.com,First126,Last126,103,A,85
student126@mail.com,First126,Last126,104,A+,96
student127@mail.com,First127,Last127,101,D,50
student127@mail.com,First127,Last127,103,F,44
student127@mail.com,First127,Last127,102,D,55
student127@mail.com,First127,Last127,104,C,64
student128@mail.com,First128,Last128,104,B,79
student128@mail.com,First128,Last128,101,A+,97
student128@mail.com,First128,Last128,103,A+,91
student128@mail.com,First128,Last128,102,B,74
student129@mail.com,First129,Last129,104,A,87
student129@mail.com,First129,Last129,101,A+,95
student129@mail.com,First129,Last129,102,A+,93
student129@mail.com,First129,Last129,103,A+,96
student130@mail.com,First130,Last130,102,F,41
student130@mail.com,First130,Last130,104,B,77
student130@mail.com,First130,Last130,103,A,85
student130@mail.com,First130,Last130,101,F,41
student131@mail.com,First131,Last131,104,A,88
student131@mail.com,First131,Last131,101,F,49
student131@mail.com,First131,Last131,102,D,53
student131@mail.com,First131,Last131,103,F,41
student132@mail.com,First132,Last132,101,D,58
student132@mail.com,First132,Last132,104,A+,91
student132@mail.com,First132,Last132,102,F,42
student132@mail.com,First132,Last132,103,A,84
student133@mail.com,First133,Last133,103,B,77
student133@mail.com,First133,Last133,101,A,84
student133@mail.com,First133,Last133,104,C,67
student133@mail.com,First133,Last133,102,C,69
student134@mail.com,First134,Last134,101,F,49
student134@mail.com,First134,Last134,104,D,57
student134@mail.com,First134,Last134,102,D,55
student134@mail.com,First134,Last134,103,B,76
student135@mail.com,First135,Last135,103,A,81
student135@mail.com,First135,Last135,104,F,41
student135@mail.com,First135,Last135,101,A,80
student135@mail.com,First135,Last135,102,A+,90
student136@mail.com,First136,Last136,104,A+,93
student136@mail.com,First136,Last136,101,A+,100
student136@mail.com,First136,Last136,102,B,79
student136@mail.com,First136,Last136,103,B,70
student137@mail.com,First137,Last137,102,A+,93
student137@mail.com,First137,Last137,101,A,85
student137@mail.com,First137,Last137,103,A+,97
student137@mail.com,First137,Last137,104,D,52
student138@mail.com,First138,Last138,101,A,83
student138@mail.com,First138,Last138,104,B,74
student138@mail.com,First138,Last138,102,B,72
student138@mail.com,First138,Last138,103,B,70
student139@mail.com,First139,Last139,104,A,81
student139@mail.com,First139,Last139,103,B,74
student139@mail.com,First139,Last139,102,B,77
student139@mail.com,First139,Last139,101,B,71
student140@mail.com,First140,Last140,103,F,41
student140@mail.com,First140,Last140,101,B,74
student140@mail.com,First140,Last140,104,A,82
student140@mail.com,First140,Last140,102,A,89
student141@mail.com,First141,Last141,101,B,74
student141@mail.com,First141,Last141,104,F,49
student141@mail.com,First141,Last141,103,A+,93
student141@mail.com,First141,Last141,102,C,61
student142@mail.com,First142,Last142,101,D,51
student142@mail.com,First142,Last142,104,A+,97
student142@mail.com,First142,Last142,103,B,70
student142@mail.com,First142,Last142,102,F,40
student143@mail.com,First143,Last143,103,B,79
student143@mail.com,First143,Last143,101,B,75
student143@mail.com,First143,Last143,102,B,79
student143@mail.com,First143,Last143,104,A+,95
student144@mail.com,First144,Last144,103,B,72
student144@mail.com,First144,Last144,101,A+,98
student144@mail.com,First144,Last144,104,F,48
student144@mail.com,First144,Last144,102,D,59
student145@mail.com,First145,Last145,102,C,68
student145@mail.com,First145,Last145,101,A+,94
student145@mail.com,First145,Last145,103,A,82
student145@mail.com,First145,Last145,104,A+,91
student146@mail.com,First146,Last146,103,A+,100
student146@mail.com,First146,Last146,102,D,50
student146@mail.com,First146,Last146,104,B,70
student146@mail.com,First146,Last146,101,A,86
student147@mail.com,First147,Last147,103,B,72
student147@mail.com,First147,Last147,101,A+,94
student147@mail.com,First147,Last147,104,A+,91
student147@mail.com,First147,Last147,102,A,80
student148@mail.com,First148,Last148,103,D,54
student148@mail.com,First148,Last148,102,D,54
student148@mail.com,First148,Last148,104,A,86
student148@mail.com,First148,Last148,101,D,59
student149@mail.com,First149,Last149,103,A+,96
student149@mail.com,First149,Last149,104,A+,93
student149@mail.com,First149,Last149,101,D,56
student149@mail.com,First149,Last149,102,F,46
student150@mail.com,First150,Last150,103,A,81
student150@mail.com,First150,Last150,101,D,57
student150@mail.com,First150,Last150,104,C,66
student150@mail.com,First150,Last150,102,A+,91
student151@mail.com,First151,Last151,104,D,58
student151@mail.com,First151,Last151,101,F,41
student151@mail.com,First151,Last151,102,C,66
student151@mail.com,First151,Last151,103,D,58
student152@mail.com,First152,Last152,103,C,66
student152@mail.com,First152,Last152,104,B,77
student152@mail.com,First152,Last152,102,A,86
student152@mail.com,First152,Last152,101,D,58
student153@mail.com,First153,Last153,104,D,56
student153@mail.com,First153,Last153,102,C,62
student153@mail.com,First153,Last153,101,C,67
student153@mail.com,First153,Last153,103,D,58
student154@mail.com,First154,Last154,104,A+,90
student154@mail.com,First154,Last154,103,C,65
student154@mail.com,First154,Last154,102,C,66
student154@mail.com,First154,Last154,101,D,54
student155@mail.com,First155,Last155,104,A,81
student155@mail.com,First155,Last155,103,A+,99
student155@mail.com,First155,Last155,101,A,87
student155@mail.com,First155,Last155,102,A+,99
student156@mail.com,First156,Last156,104,A+,94
student156@mail.com,First156,Last156,101,A,89
student156@mail.com,First156,Last156,103,B,71
student156@mail.com,First156,Last156,102,D,59
student157@mail.com,First157,Last157,103,C,66
student157@mail.com,First157,Last157,104,F,44
student157@mail.com,First157,Last157,101,F,42
student157@mail.com,First157,Last157,102,D,51
student158@mail.com,First158,Last158,104,D,50
student158@mail.com,First158,Last158,102,F,49
student158@mail.com,First158,Last158,101,F,44
student158@mail.com,First158,Last158,103,C,67
student159@mail.com,First159,Last159,104,D,58
student159@mail.com,First159,Last159,101,A,84
student159@mail.com,First159,Last159,102,D,54
student159@mail.com,First159,Last159,103,B,74
student160@mail.com,First160,Last160,104,F,42
student160@mail.com,First160,Last160,101,A+,100
student160@mail.com,First160,Last160,102,B,77
student160@mail.com,First160,Last160,103,B,72
student161@mail.com,First161,Last161,101,A,83
student161@mail.com,First161,Last161,102,A,82
student161@mail.com,First161,Last161,103,A,86
student161@mail.com,First161,Last161,104,A,87
student162@mail.com,First162,Last162,103,A,82
student162@mail.com,First162,Last162,104,D,59
student162@mail.com,First162,Last162,101,A,84
student162@mail.com,First162,Last162,102,F,47
student163@mail.com,First163,Last163,101,D,58
student163@mail.com,First163,Last163,103,C,64
student163@mail.com,First163,Last163,104,C,64
student163@mail.com,First163,Last163,102,F,42
student164@mail.com,First164,Last164,104,B,79
student164@mail.com,First164,Last164,102,B,71
